Probe_Id	Gene_Symbol
ENSMMUG00000022951	NA
ENSMMUG00000022953	NA
ENSMMUG00000022955	NA
ENSMMUG00000022957	NA
ENSMMUG00000022962	NA
ENSMMUG00000022963	NA
ENSMMUG00000022965	NA
ENSMMUG00000022968	NA
ENSMMUG00000022973	NA
ENSMMUG00000022974	NA
ENSMMUG00000022975	NA
ENSMMUG00000022977	NA
ENSMMUG00000022980	NA
ENSMMUG00000022982	NA
ENSMMUG00000022986	NA
ENSMMUG00000022991	NA
ENSMMUG00000022992	NA
ENSMMUG00000022993	NA
ENSMMUG00000022998	NA
ENSMMUG00000023001	NA
ENSMMUG00000023003	NA
ENSMMUG00000023004	NA
ENSMMUG00000023005	NA
ENSMMUG00000023013	NA
ENSMMUG00000023014	NA
ENSMMUG00000023017	NA
ENSMMUG00000023020	NA
ENSMMUG00000023026	NA
ENSMMUG00000023027	NA
ENSMMUG00000023029	NA
ENSMMUG00000023030	NA
ENSMMUG00000023035	NA
ENSMMUG00000023039	NA
ENSMMUG00000023040	NA
ENSMMUG00000023041	NA
ENSMMUG00000023043	NA
ENSMMUG00000023045	NA
ENSMMUG00000023046	NA
ENSMMUG00000023047	NA
ENSMMUG00000023053	NA
ENSMMUG00000023055	NA
ENSMMUG00000023057	NA
ENSMMUG00000023058	NA
ENSMMUG00000023059	NA
ENSMMUG00000023061	NA
ENSMMUG00000023064	NA
ENSMMUG00000023066	NA
ENSMMUG00000023070	NA
ENSMMUG00000023078	NA
ENSMMUG00000023080	NA
ENSMMUG00000023088	NA
ENSMMUG00000023092	NA
ENSMMUG00000023093	NA
ENSMMUG00000023095	NA
ENSMMUG00000023096	NA
ENSMMUG00000023098	NA
ENSMMUG00000023100	NA
ENSMMUG00000023102	NA
ENSMMUG00000023105	NA
ENSMMUG00000023109	NA
ENSMMUG00000023110	NA
ENSMMUG00000023111	NA
ENSMMUG00000023127	NA
ENSMMUG00000023129	NA
ENSMMUG00000023130	NA
ENSMMUG00000023131	NA
ENSMMUG00000023132	NA
ENSMMUG00000023141	NA
ENSMMUG00000023144	NA
ENSMMUG00000023145	NA
ENSMMUG00000023146	NA
ENSMMUG00000023149	NA
ENSMMUG00000023152	NA
ENSMMUG00000023156	NA
ENSMMUG00000023158	NA
ENSMMUG00000023159	NA
ENSMMUG00000023162	NA
ENSMMUG00000023164	NA
ENSMMUG00000023170	NA
ENSMMUG00000023171	NA
ENSMMUG00000023174	NA
ENSMMUG00000023175	NA
ENSMMUG00000023182	NA
ENSMMUG00000023191	NA
ENSMMUG00000023192	NA
ENSMMUG00000023193	NA
ENSMMUG00000023199	NA
ENSMMUG00000023201	NA
ENSMMUG00000023202	NA
ENSMMUG00000023206	NA
ENSMMUG00000023209	NA
ENSMMUG00000023210	NA
ENSMMUG00000023211	NA
ENSMMUG00000023212	NA
ENSMMUG00000023213	NA
ENSMMUG00000023215	NA
ENSMMUG00000023218	NA
ENSMMUG00000023220	NA
ENSMMUG00000023222	NA
ENSMMUG00000023224	NA
ENSMMUG00000023229	NA
ENSMMUG00000023241	NA
ENSMMUG00000023242	NA
ENSMMUG00000023243	NA
ENSMMUG00000023245	NA
ENSMMUG00000023247	NA
ENSMMUG00000023250	NA
ENSMMUG00000023253	NA
ENSMMUG00000023256	NA
ENSMMUG00000023259	NA
ENSMMUG00000023264	NA
ENSMMUG00000023266	NA
ENSMMUG00000023269	NA
ENSMMUG00000023271	NA
ENSMMUG00000023273	NA
ENSMMUG00000023277	NA
ENSMMUG00000023278	NA
ENSMMUG00000023282	NA
ENSMMUG00000023283	NA
ENSMMUG00000023284	NA
ENSMMUG00000023285	NA
ENSMMUG00000023287	NA
ENSMMUG00000023302	NA
ENSMMUG00000023310	NA
ENSMMUG00000023313	NA
ENSMMUG00000023314	NA
ENSMMUG00000023328	NA
ENSMMUG00000023329	NA
ENSMMUG00000023330	NA
ENSMMUG00000023334	NA
ENSMMUG00000023335	NA
ENSMMUG00000023336	NA
ENSMMUG00000023340	NA
ENSMMUG00000023346	NA
ENSMMUG00000023347	NA
ENSMMUG00000023348	NA
ENSMMUG00000023350	NA
ENSMMUG00000023352	NA
ENSMMUG00000023355	NA
ENSMMUG00000023361	NA
ENSMMUG00000023362	NA
ENSMMUG00000023363	NA
ENSMMUG00000023366	NA
ENSMMUG00000023367	NA
ENSMMUG00000023369	NA
ENSMMUG00000023370	NA
ENSMMUG00000023379	NA
ENSMMUG00000023382	NA
ENSMMUG00000023387	NA
ENSMMUG00000023388	NA
ENSMMUG00000023395	NA
ENSMMUG00000023396	NA
ENSMMUG00000023401	NA
ENSMMUG00000023402	NA
ENSMMUG00000023403	NA
ENSMMUG00000023407	NA
ENSMMUG00000023413	NA
ENSMMUG00000023414	NA
ENSMMUG00000023417	NA
ENSMMUG00000023419	NA
ENSMMUG00000023424	NA
ENSMMUG00000023425	NA
ENSMMUG00000023429	NA
ENSMMUG00000023430	NA
ENSMMUG00000023433	NA
ENSMMUG00000023435	NA
ENSMMUG00000023438	NA
ENSMMUG00000023440	NA
ENSMMUG00000023445	NA
ENSMMUG00000023449	NA
ENSMMUG00000023451	NA
ENSMMUG00000023453	NA
ENSMMUG00000023461	NA
ENSMMUG00000023463	NA
ENSMMUG00000023464	NA
ENSMMUG00000023465	NA
ENSMMUG00000023468	NA
ENSMMUG00000023470	NA
ENSMMUG00000023472	NA
ENSMMUG00000023473	NA
ENSMMUG00000023485	NA
ENSMMUG00000023487	NA
ENSMMUG00000023492	NA
ENSMMUG00000023496	NA
ENSMMUG00000023497	NA
ENSMMUG00000023500	NA
ENSMMUG00000023503	NA
ENSMMUG00000023504	NA
ENSMMUG00000023505	NA
ENSMMUG00000023506	NA
ENSMMUG00000023508	NA
ENSMMUG00000023512	NA
ENSMMUG00000023516	NA
ENSMMUG00000023526	NA
ENSMMUG00000023534	NA
ENSMMUG00000023535	NA
ENSMMUG00000023536	NA
ENSMMUG00000023539	NA
ENSMMUG00000023543	NA
ENSMMUG00000023544	NA
ENSMMUG00000023545	NA
ENSMMUG00000023546	NA
ENSMMUG00000023547	NA
ENSMMUG00000023548	NA
ENSMMUG00000023549	NA
ENSMMUG00000023551	NA
ENSMMUG00000023553	NA
ENSMMUG00000023555	NA
ENSMMUG00000023557	NA
ENSMMUG00000023559	NA
ENSMMUG00000023560	NA
ENSMMUG00000023561	NA
ENSMMUG00000023571	NA
ENSMMUG00000023572	NA
ENSMMUG00000023576	NA
ENSMMUG00000023577	NA
ENSMMUG00000023578	NA
ENSMMUG00000023579	NA
ENSMMUG00000023592	NA
ENSMMUG00000023600	NA
ENSMMUG00000023607	NA
ENSMMUG00000023613	NA
ENSMMUG00000023615	NA
ENSMMUG00000023616	NA
ENSMMUG00000023617	NA
ENSMMUG00000023619	NA
ENSMMUG00000023624	NA
ENSMMUG00000023636	NA
ENSMMUG00000023637	NA
ENSMMUG00000023638	NA
ENSMMUG00000023645	NA
ENSMMUG00000023647	NA
ENSMMUG00000023652	NA
ENSMMUG00000023653	NA
ENSMMUG00000023658	NA
ENSMMUG00000023660	NA
ENSMMUG00000023671	NA
ENSMMUG00000023676	NA
ENSMMUG00000023680	NA
ENSMMUG00000023682	NA
ENSMMUG00000023683	NA
ENSMMUG00000023686	NA
ENSMMUG00000023689	NA
ENSMMUG00000023693	NA
ENSMMUG00000023695	NA
ENSMMUG00000023697	NA
ENSMMUG00000023699	NA
ENSMMUG00000023700	NA
ENSMMUG00000023702	NA
ENSMMUG00000023705	NA
ENSMMUG00000023706	NA
ENSMMUG00000023707	NA
ENSMMUG00000023708	NA
ENSMMUG00000023709	NA
ENSMMUG00000023714	NA
ENSMMUG00000023716	NA
ENSMMUG00000023719	NA
ENSMMUG00000023721	NA
ENSMMUG00000023722	NA
ENSMMUG00000023723	NA
ENSMMUG00000023724	NA
ENSMMUG00000023725	NA
ENSMMUG00000023726	NA
ENSMMUG00000023727	NA
ENSMMUG00000023728	NA
ENSMMUG00000023729	NA
ENSMMUG00000023730	NA
ENSMMUG00000023731	NA
ENSMMUG00000023736	NA
ENSMMUG00000023737	NA
ENSMMUG00000023738	NA
ENSMMUG00000023740	NA
ENSMMUG00000023741	NA
ENSMMUG00000023747	NA
ENSMMUG00000023754	NA
ENSMMUG00000023755	NA
ENSMMUG00000023757	NA
ENSMMUG00000023759	NA
ENSMMUG00000023774	NA
ENSMMUG00000023777	NA
ENSMMUG00000023782	NA
ENSMMUG00000023786	NA
ENSMMUG00000023788	NA
ENSMMUG00000023792	NA
ENSMMUG00000023800	NA
ENSMMUG00000023801	NA
ENSMMUG00000023802	NA
ENSMMUG00000023803	NA
ENSMMUG00000023813	NA
ENSMMUG00000023818	NA
ENSMMUG00000023819	NA
ENSMMUG00000023820	NA
ENSMMUG00000023821	NA
ENSMMUG00000023823	NA
ENSMMUG00000023828	NA
ENSMMUG00000023831	NA
ENSMMUG00000023833	NA
ENSMMUG00000023834	NA
ENSMMUG00000023835	NA
ENSMMUG00000023838	NA
ENSMMUG00000023839	NA
ENSMMUG00000023840	NA
ENSMMUG00000023843	NA
ENSMMUG00000023846	NA
ENSMMUG00000023856	NA
ENSMMUG00000023859	NA
ENSMMUG00000023860	NA
ENSMMUG00000023863	NA
ENSMMUG00000023867	NA
ENSMMUG00000023869	NA
ENSMMUG00000023870	NA
ENSMMUG00000023873	NA
ENSMMUG00000023874	NA
ENSMMUG00000023875	NA
ENSMMUG00000023878	NA
ENSMMUG00000023884	NA
ENSMMUG00000023886	NA
ENSMMUG00000023887	NA
ENSMMUG00000023889	NA
ENSMMUG00000023890	NA
ENSMMUG00000023891	NA
ENSMMUG00000023903	NA
ENSMMUG00000023904	NA
ENSMMUG00000023905	NA
ENSMMUG00000023907	NA
ENSMMUG00000023909	NA
ENSMMUG00000023912	NA
ENSMMUG00000023914	NA
ENSMMUG00000023916	NA
ENSMMUG00000023917	NA
ENSMMUG00000023918	NA
ENSMMUG00000023919	NA
ENSMMUG00000023922	NA
ENSMMUG00000023926	NA
ENSMMUG00000023932	NA
ENSMMUG00000023939	NA
ENSMMUG00000023940	NA
ENSMMUG00000023942	NA
ENSMMUG00000023943	NA
ENSMMUG00000023945	NA
ENSMMUG00000023951	NA
ENSMMUG00000023952	NA
ENSMMUG00000023953	NA
ENSMMUG00000023954	NA
ENSMMUG00000023957	NA
ENSMMUG00000023961	NA
ENSMMUG00000023963	NA
ENSMMUG00000023964	NA
ENSMMUG00000023968	NA
ENSMMUG00000023971	NA
ENSMMUG00000023976	NA
ENSMMUG00000023978	NA
ENSMMUG00000023981	NA
ENSMMUG00000023983	NA
ENSMMUG00000023986	NA
ENSMMUG00000023988	NA
ENSMMUG00000023990	NA
ENSMMUG00000023991	NA
ENSMMUG00000023996	NA
ENSMMUG00000023998	NA
ENSMMUG00000024001	NA
ENSMMUG00000024002	NA
ENSMMUG00000024003	NA
ENSMMUG00000024004	NA
ENSMMUG00000024008	NA
ENSMMUG00000024009	NA
ENSMMUG00000024011	NA
ENSMMUG00000024014	NA
ENSMMUG00000024016	NA
ENSMMUG00000024017	NA
ENSMMUG00000024018	NA
ENSMMUG00000024022	NA
ENSMMUG00000024027	NA
ENSMMUG00000024034	NA
ENSMMUG00000024035	NA
ENSMMUG00000024037	NA
ENSMMUG00000024041	NA
ENSMMUG00000024045	NA
ENSMMUG00000024046	NA
ENSMMUG00000024047	NA
ENSMMUG00000024049	NA
ENSMMUG00000024050	NA
ENSMMUG00000024052	NA
ENSMMUG00000024054	NA
ENSMMUG00000024055	NA
ENSMMUG00000024056	NA
ENSMMUG00000024061	NA
ENSMMUG00000024062	NA
ENSMMUG00000024064	NA
ENSMMUG00000024066	NA
ENSMMUG00000024068	NA
ENSMMUG00000024069	NA
ENSMMUG00000024070	NA
ENSMMUG00000024072	NA
ENSMMUG00000024073	NA
ENSMMUG00000024074	NA
ENSMMUG00000024077	NA
ENSMMUG00000024083	NA
ENSMMUG00000024087	NA
ENSMMUG00000024091	NA
ENSMMUG00000024093	NA
ENSMMUG00000024094	NA
ENSMMUG00000024096	NA
ENSMMUG00000024097	NA
ENSMMUG00000024099	NA
ENSMMUG00000024102	NA
ENSMMUG00000024109	NA
ENSMMUG00000024110	NA
ENSMMUG00000024111	NA
ENSMMUG00000024113	NA
ENSMMUG00000024114	NA
ENSMMUG00000024115	NA
ENSMMUG00000024118	NA
ENSMMUG00000024119	NA
ENSMMUG00000024121	NA
ENSMMUG00000024124	NA
ENSMMUG00000024125	NA
ENSMMUG00000024126	NA
ENSMMUG00000024127	NA
ENSMMUG00000024128	NA
ENSMMUG00000024130	NA
ENSMMUG00000024133	NA
ENSMMUG00000024134	NA
ENSMMUG00000024135	NA
ENSMMUG00000024137	NA
ENSMMUG00000024138	NA
ENSMMUG00000024139	NA
ENSMMUG00000024140	NA
ENSMMUG00000024142	NA
ENSMMUG00000024153	NA
ENSMMUG00000024155	NA
ENSMMUG00000024158	NA
ENSMMUG00000024161	NA
ENSMMUG00000024165	NA
ENSMMUG00000024166	NA
ENSMMUG00000024168	NA
ENSMMUG00000024169	NA
ENSMMUG00000024170	NA
ENSMMUG00000024171	NA
ENSMMUG00000024175	NA
ENSMMUG00000024178	NA
ENSMMUG00000024182	NA
ENSMMUG00000024186	NA
ENSMMUG00000024188	NA
ENSMMUG00000024190	NA
ENSMMUG00000024195	NA
ENSMMUG00000024201	NA
ENSMMUG00000024202	NA
ENSMMUG00000024203	NA
ENSMMUG00000024205	NA
ENSMMUG00000024209	NA
ENSMMUG00000024213	NA
ENSMMUG00000024216	NA
ENSMMUG00000024219	NA
ENSMMUG00000024224	NA
ENSMMUG00000024225	NA
ENSMMUG00000024226	NA
ENSMMUG00000024228	NA
ENSMMUG00000024229	NA
ENSMMUG00000024230	NA
ENSMMUG00000024232	NA
ENSMMUG00000024233	NA
ENSMMUG00000024234	NA
ENSMMUG00000024238	NA
ENSMMUG00000024240	NA
ENSMMUG00000024242	NA
ENSMMUG00000024243	NA
ENSMMUG00000024244	NA
ENSMMUG00000024245	NA
ENSMMUG00000024247	NA
ENSMMUG00000024248	NA
ENSMMUG00000024249	NA
ENSMMUG00000024250	NA
ENSMMUG00000024252	NA
ENSMMUG00000024261	NA
ENSMMUG00000024262	NA
ENSMMUG00000024272	NA
ENSMMUG00000024274	NA
ENSMMUG00000024276	NA
ENSMMUG00000024279	NA
ENSMMUG00000024280	NA
ENSMMUG00000024282	NA
ENSMMUG00000024283	NA
ENSMMUG00000024286	NA
ENSMMUG00000024287	NA
ENSMMUG00000024288	NA
ENSMMUG00000024291	NA
ENSMMUG00000024293	NA
ENSMMUG00000024295	NA
ENSMMUG00000024296	NA
ENSMMUG00000024300	NA
ENSMMUG00000024301	NA
ENSMMUG00000024302	NA
ENSMMUG00000024303	NA
ENSMMUG00000024306	NA
ENSMMUG00000024307	NA
ENSMMUG00000024308	NA
ENSMMUG00000024311	NA
ENSMMUG00000024313	NA
ENSMMUG00000024314	NA
ENSMMUG00000024316	NA
ENSMMUG00000024318	NA
ENSMMUG00000024319	NA
ENSMMUG00000024320	NA
ENSMMUG00000024321	NA
ENSMMUG00000024323	NA
ENSMMUG00000024325	NA
ENSMMUG00000024329	NA
ENSMMUG00000024332	NA
ENSMMUG00000024333	NA
ENSMMUG00000024336	NA
ENSMMUG00000024344	NA
ENSMMUG00000024345	NA
ENSMMUG00000024346	NA
ENSMMUG00000024348	NA
ENSMMUG00000024350	NA
ENSMMUG00000024352	NA
ENSMMUG00000024353	NA
ENSMMUG00000024358	NA
ENSMMUG00000024359	NA
ENSMMUG00000024362	NA
ENSMMUG00000024363	NA
ENSMMUG00000024364	NA
ENSMMUG00000024365	NA
ENSMMUG00000024366	NA
ENSMMUG00000024368	NA
ENSMMUG00000024369	NA
ENSMMUG00000024370	NA
ENSMMUG00000024371	NA
ENSMMUG00000024372	NA
ENSMMUG00000024374	NA
ENSMMUG00000024378	NA
ENSMMUG00000024387	NA
ENSMMUG00000024391	NA
ENSMMUG00000024393	NA
ENSMMUG00000024397	NA
ENSMMUG00000024400	NA
ENSMMUG00000024402	NA
ENSMMUG00000024407	NA
ENSMMUG00000024408	NA
ENSMMUG00000024412	NA
ENSMMUG00000024415	NA
ENSMMUG00000024417	NA
ENSMMUG00000024421	NA
ENSMMUG00000024422	NA
ENSMMUG00000024424	NA
ENSMMUG00000024425	NA
ENSMMUG00000024426	NA
ENSMMUG00000024427	NA
ENSMMUG00000024428	NA
ENSMMUG00000024429	NA
ENSMMUG00000024433	NA
ENSMMUG00000024434	NA
ENSMMUG00000024435	NA
ENSMMUG00000024436	NA
ENSMMUG00000024438	NA
ENSMMUG00000024441	NA
ENSMMUG00000024442	NA
ENSMMUG00000024448	NA
ENSMMUG00000024449	NA
ENSMMUG00000024450	NA
ENSMMUG00000024451	NA
ENSMMUG00000024452	NA
ENSMMUG00000024453	NA
ENSMMUG00000024460	NA
ENSMMUG00000024461	NA
ENSMMUG00000024462	NA
ENSMMUG00000024463	NA
ENSMMUG00000024466	NA
ENSMMUG00000024468	NA
ENSMMUG00000024469	NA
ENSMMUG00000024470	NA
ENSMMUG00000024477	NA
ENSMMUG00000024485	NA
ENSMMUG00000024487	NA
ENSMMUG00000024489	NA
ENSMMUG00000024491	NA
ENSMMUG00000024492	NA
ENSMMUG00000024494	NA
ENSMMUG00000024497	NA
ENSMMUG00000024498	NA
ENSMMUG00000024499	NA
ENSMMUG00000024502	NA
ENSMMUG00000024503	NA
ENSMMUG00000024504	NA
ENSMMUG00000024508	NA
ENSMMUG00000024513	NA
ENSMMUG00000024515	NA
ENSMMUG00000024526	NA
ENSMMUG00000024531	NA
ENSMMUG00000024532	NA
ENSMMUG00000024534	NA
ENSMMUG00000024535	NA
ENSMMUG00000024536	NA
ENSMMUG00000024537	NA
ENSMMUG00000024539	NA
ENSMMUG00000024540	NA
ENSMMUG00000024541	NA
ENSMMUG00000024544	NA
ENSMMUG00000024547	NA
ENSMMUG00000024551	NA
ENSMMUG00000024552	NA
ENSMMUG00000024554	NA
ENSMMUG00000024555	NA
ENSMMUG00000024556	NA
ENSMMUG00000024558	NA
ENSMMUG00000024559	NA
ENSMMUG00000024564	NA
ENSMMUG00000024565	NA
ENSMMUG00000024566	NA
ENSMMUG00000024568	NA
ENSMMUG00000024570	NA
ENSMMUG00000024573	NA
ENSMMUG00000024576	NA
ENSMMUG00000024581	NA
ENSMMUG00000024585	NA
ENSMMUG00000024594	NA
ENSMMUG00000024597	NA
ENSMMUG00000024598	NA
ENSMMUG00000024602	NA
ENSMMUG00000024612	NA
ENSMMUG00000024613	NA
ENSMMUG00000024615	NA
ENSMMUG00000024616	NA
ENSMMUG00000024619	NA
ENSMMUG00000024620	NA
ENSMMUG00000024623	NA
ENSMMUG00000024624	NA
ENSMMUG00000024625	NA
ENSMMUG00000024627	NA
ENSMMUG00000024631	NA
ENSMMUG00000024632	NA
ENSMMUG00000024633	NA
ENSMMUG00000024636	NA
ENSMMUG00000024638	NA
ENSMMUG00000024639	NA
ENSMMUG00000024640	NA
ENSMMUG00000024641	NA
ENSMMUG00000024643	NA
ENSMMUG00000024645	NA
ENSMMUG00000024646	NA
ENSMMUG00000024647	NA
ENSMMUG00000024649	NA
ENSMMUG00000024653	NA
ENSMMUG00000024655	NA
ENSMMUG00000024657	NA
ENSMMUG00000024659	NA
ENSMMUG00000024660	NA
ENSMMUG00000024661	NA
ENSMMUG00000024662	NA
ENSMMUG00000024665	NA
ENSMMUG00000024668	NA
ENSMMUG00000024671	NA
ENSMMUG00000024672	NA
ENSMMUG00000024677	NA
ENSMMUG00000024679	NA
ENSMMUG00000024683	NA
ENSMMUG00000024685	NA
ENSMMUG00000024686	NA
ENSMMUG00000024687	NA
ENSMMUG00000024688	NA
ENSMMUG00000024690	NA
ENSMMUG00000024692	NA
ENSMMUG00000024693	NA
ENSMMUG00000024697	NA
ENSMMUG00000024701	NA
ENSMMUG00000024703	NA
ENSMMUG00000024704	NA
ENSMMUG00000024706	NA
ENSMMUG00000024707	NA
ENSMMUG00000024709	NA
ENSMMUG00000024713	NA
ENSMMUG00000024714	NA
ENSMMUG00000024717	NA
ENSMMUG00000024719	NA
ENSMMUG00000024720	NA
ENSMMUG00000024723	NA
ENSMMUG00000024727	NA
ENSMMUG00000024729	NA
ENSMMUG00000024730	NA
ENSMMUG00000024733	NA
ENSMMUG00000024734	NA
ENSMMUG00000024736	NA
ENSMMUG00000024738	NA
ENSMMUG00000024740	NA
ENSMMUG00000024741	NA
ENSMMUG00000024742	NA
ENSMMUG00000024743	NA
ENSMMUG00000024746	NA
ENSMMUG00000024747	NA
ENSMMUG00000024748	NA
ENSMMUG00000024750	NA
ENSMMUG00000024751	NA
ENSMMUG00000024752	NA
ENSMMUG00000024754	NA
ENSMMUG00000024756	NA
ENSMMUG00000024761	NA
ENSMMUG00000024762	NA
ENSMMUG00000024763	NA
ENSMMUG00000024764	NA
ENSMMUG00000024765	NA
ENSMMUG00000024766	NA
ENSMMUG00000024768	NA
ENSMMUG00000024770	NA
ENSMMUG00000024775	NA
ENSMMUG00000024776	NA
ENSMMUG00000024780	NA
ENSMMUG00000024783	NA
ENSMMUG00000024785	NA
ENSMMUG00000024786	NA
ENSMMUG00000024787	NA
ENSMMUG00000024790	NA
ENSMMUG00000024792	NA
ENSMMUG00000024793	NA
ENSMMUG00000024798	NA
ENSMMUG00000024799	NA
ENSMMUG00000024800	NA
ENSMMUG00000024802	NA
ENSMMUG00000024803	NA
ENSMMUG00000024805	NA
ENSMMUG00000024807	NA
ENSMMUG00000024813	NA
ENSMMUG00000024815	NA
ENSMMUG00000024818	NA
ENSMMUG00000024819	NA
ENSMMUG00000024821	NA
ENSMMUG00000024826	NA
ENSMMUG00000024828	NA
ENSMMUG00000024834	NA
ENSMMUG00000024837	NA
ENSMMUG00000024840	NA
ENSMMUG00000024843	NA
ENSMMUG00000024844	NA
ENSMMUG00000024846	NA
ENSMMUG00000024847	NA
ENSMMUG00000024849	NA
ENSMMUG00000024851	NA
ENSMMUG00000024860	NA
ENSMMUG00000024867	NA
ENSMMUG00000024869	NA
ENSMMUG00000024870	NA
ENSMMUG00000024871	NA
ENSMMUG00000024873	NA
ENSMMUG00000024875	NA
ENSMMUG00000024877	NA
ENSMMUG00000024879	NA
ENSMMUG00000024882	NA
ENSMMUG00000024885	NA
ENSMMUG00000024888	NA
ENSMMUG00000024894	NA
ENSMMUG00000024896	NA
ENSMMUG00000024898	NA
ENSMMUG00000024902	NA
ENSMMUG00000024905	NA
ENSMMUG00000024906	NA
ENSMMUG00000024910	NA
ENSMMUG00000024913	NA
ENSMMUG00000024915	NA
ENSMMUG00000024917	NA
ENSMMUG00000024918	NA
ENSMMUG00000024919	NA
ENSMMUG00000024920	NA
ENSMMUG00000024922	NA
ENSMMUG00000024923	NA
ENSMMUG00000024927	NA
ENSMMUG00000024931	NA
ENSMMUG00000024934	NA
ENSMMUG00000024935	NA
ENSMMUG00000024937	NA
ENSMMUG00000024938	NA
ENSMMUG00000024939	NA
ENSMMUG00000024942	NA
ENSMMUG00000024944	NA
ENSMMUG00000024948	NA
ENSMMUG00000024950	NA
ENSMMUG00000024952	NA
ENSMMUG00000024955	NA
ENSMMUG00000024956	NA
ENSMMUG00000024958	NA
ENSMMUG00000024959	NA
ENSMMUG00000024966	NA
ENSMMUG00000024969	NA
ENSMMUG00000024975	NA
ENSMMUG00000024976	NA
ENSMMUG00000024977	NA
ENSMMUG00000024983	NA
ENSMMUG00000024986	NA
ENSMMUG00000024988	NA
ENSMMUG00000024989	NA
ENSMMUG00000024990	NA
ENSMMUG00000024991	NA
ENSMMUG00000024994	NA
ENSMMUG00000024995	NA
ENSMMUG00000024996	NA
ENSMMUG00000024998	NA
ENSMMUG00000025000	NA
ENSMMUG00000025001	NA
ENSMMUG00000025006	NA
ENSMMUG00000025008	NA
ENSMMUG00000025009	NA
ENSMMUG00000025010	NA
ENSMMUG00000025011	NA
ENSMMUG00000025012	NA
ENSMMUG00000025013	NA
ENSMMUG00000025017	NA
ENSMMUG00000025019	NA
ENSMMUG00000025021	NA
ENSMMUG00000025025	NA
ENSMMUG00000025026	NA
ENSMMUG00000025027	NA
ENSMMUG00000025030	NA
ENSMMUG00000025031	NA
ENSMMUG00000025035	NA
ENSMMUG00000025038	NA
ENSMMUG00000025039	NA
ENSMMUG00000025041	NA
ENSMMUG00000025043	NA
ENSMMUG00000025044	NA
ENSMMUG00000025045	NA
ENSMMUG00000025046	NA
ENSMMUG00000025050	NA
ENSMMUG00000025053	NA
ENSMMUG00000025056	NA
ENSMMUG00000025057	NA
ENSMMUG00000025058	NA
ENSMMUG00000025063	NA
ENSMMUG00000025064	NA
ENSMMUG00000025065	NA
ENSMMUG00000025068	NA
ENSMMUG00000025070	NA
ENSMMUG00000025071	NA
ENSMMUG00000025072	NA
ENSMMUG00000025074	NA
ENSMMUG00000025076	NA
ENSMMUG00000025079	NA
ENSMMUG00000025080	NA
ENSMMUG00000025081	NA
ENSMMUG00000025084	NA
ENSMMUG00000025087	NA
ENSMMUG00000025088	NA
ENSMMUG00000025090	NA
ENSMMUG00000025093	NA
ENSMMUG00000025094	NA
ENSMMUG00000025096	NA
ENSMMUG00000025101	NA
ENSMMUG00000025102	NA
ENSMMUG00000025103	NA
ENSMMUG00000025105	NA
ENSMMUG00000025106	NA
ENSMMUG00000025109	NA
ENSMMUG00000025110	NA
ENSMMUG00000025111	NA
ENSMMUG00000025113	NA
ENSMMUG00000025115	NA
ENSMMUG00000025116	NA
ENSMMUG00000025118	NA
ENSMMUG00000025119	NA
ENSMMUG00000025123	NA
ENSMMUG00000025125	NA
ENSMMUG00000025130	NA
ENSMMUG00000025132	NA
ENSMMUG00000025133	NA
ENSMMUG00000025135	NA
ENSMMUG00000025136	NA
ENSMMUG00000025144	NA
ENSMMUG00000025147	NA
ENSMMUG00000025148	NA
ENSMMUG00000025150	NA
ENSMMUG00000025154	NA
ENSMMUG00000025159	NA
ENSMMUG00000025160	NA
ENSMMUG00000025161	NA
ENSMMUG00000025163	NA
ENSMMUG00000025173	NA
ENSMMUG00000025174	NA
ENSMMUG00000025175	NA
ENSMMUG00000025177	NA
ENSMMUG00000025180	NA
ENSMMUG00000025181	NA
ENSMMUG00000025182	NA
ENSMMUG00000025183	NA
ENSMMUG00000025184	NA
ENSMMUG00000025186	NA
ENSMMUG00000025190	NA
ENSMMUG00000025191	NA
ENSMMUG00000025193	NA
ENSMMUG00000025197	NA
ENSMMUG00000025198	NA
ENSMMUG00000025201	NA
ENSMMUG00000025206	NA
ENSMMUG00000025207	NA
ENSMMUG00000025208	NA
ENSMMUG00000025209	NA
ENSMMUG00000025212	NA
ENSMMUG00000025213	NA
ENSMMUG00000025215	NA
ENSMMUG00000025217	NA
ENSMMUG00000025222	NA
ENSMMUG00000025224	NA
ENSMMUG00000025228	NA
ENSMMUG00000025229	NA
ENSMMUG00000025230	NA
ENSMMUG00000025232	NA
ENSMMUG00000025233	NA
ENSMMUG00000025235	NA
ENSMMUG00000025241	NA
ENSMMUG00000025247	NA
ENSMMUG00000025250	NA
ENSMMUG00000025255	NA
ENSMMUG00000025257	NA
ENSMMUG00000025259	NA
ENSMMUG00000025261	NA
ENSMMUG00000025262	NA
ENSMMUG00000025264	NA
ENSMMUG00000025266	NA
ENSMMUG00000025267	NA
ENSMMUG00000025269	NA
ENSMMUG00000025271	NA
ENSMMUG00000025272	NA
ENSMMUG00000025278	NA
ENSMMUG00000025279	NA
ENSMMUG00000025282	NA
ENSMMUG00000025284	NA
ENSMMUG00000025285	NA
ENSMMUG00000025286	NA
ENSMMUG00000025287	NA
ENSMMUG00000025292	NA
ENSMMUG00000025294	NA
ENSMMUG00000025295	NA
ENSMMUG00000025298	NA
ENSMMUG00000025299	NA
ENSMMUG00000025300	NA
